seqno;heartbeats;pulse;timestamp
94;37;87;2013-08-20 20:46:20.534
103;40;87;2013-08-20 20:46:22.747
104;41;88;2013-08-20 20:46:22.998
108;42;88;2013-08-20 20:46:23.977
109;43;89;2013-08-20 20:46:24.227
48;15;85;2013-08-20 20:47:24.813
49;15;85;2013-08-20 20:47:25.058
50;16;86;2013-08-20 20:47:25.312
52;16;86;2013-08-20 20:47:25.798
53;17;87;2013-08-20 20:47:26.047
60;19;87;2013-08-20 20:47:27.767
61;20;86;2013-08-20 20:47:28.017
71;23;86;2013-08-20 20:47:30.477
72;24;87;2013-08-20 20:47:30.727
74;24;87;2013-08-20 20:47:31.217
75;25;88;2013-08-20 20:47:31.467
76;25;88;2013-08-20 20:47:31.707
77;26;89;2013-08-20 20:47:31.957
79;26;89;2013-08-20 20:47:32.447
80;27;90;2013-08-20 20:47:32.697
81;27;90;2013-08-20 20:47:32.937
82;28;91;2013-08-20 20:47:33.187
92;31;91;2013-08-20 20:47:35.647
93;32;90;2013-08-20 20:47:35.899
100;34;90;2013-08-20 20:47:37.622
101;35;89;2013-08-20 20:47:37.867
119;41;89;2013-08-20 20:47:42.295
120;42;90;2013-08-20 20:47:42.547
122;42;90;2013-08-20 20:47:43.037
123;43;91;2013-08-20 20:47:43.287
124;43;91;2013-08-20 20:47:43.527
125;44;92;2013-08-20 20:47:43.777
127;44;92;2013-08-20 20:47:44.267
128;45;93;2013-08-20 20:47:44.518
129;45;93;2013-08-20 20:47:44.766
130;46;94;2013-08-20 20:47:45.007
131;47;94;2013-08-20 20:47:45.257
132;48;105;2013-08-20 20:47:45.507
136;49;105;2013-08-20 20:47:46.487
137;50;108;2013-08-20 20:47:46.737
154;54;108;2013-08-20 20:47:50.916
155;55;102;2013-08-20 20:47:51.168
158;55;102;2013-08-20 20:47:51.905
159;56;98;2013-08-20 20:47:52.143
160;56;98;2013-08-20 20:47:52.397
162;57;93;2013-08-20 20:47:52.887
165;57;93;2013-08-20 20:47:53.632
166;58;90;2013-08-20 20:47:53.877
167;58;90;2013-08-20 20:47:54.124
170;59;87;2013-08-20 20:47:54.856
172;59;87;2013-08-20 20:47:55.359
173;60;85;2013-08-20 20:47:55.596
176;60;85;2013-08-20 20:47:56.338
177;61;82;2013-08-20 20:47:56.588
180;61;82;2013-08-20 20:47:57.327
181;62;80;2013-08-20 20:47:57.567
183;62;80;2013-08-20 20:47:58.067
184;63;79;2013-08-20 20:47:58.307
185;64;79;2013-08-20 20:47:58.557
186;65;89;2013-08-20 20:47:58.803
220;78;89;2013-08-20 20:48:07.180
221;79;88;2013-08-20 20:48:07.417
223;79;88;2013-08-20 20:48:07.918
224;80;87;2013-08-20 20:48:08.157
226;80;87;2013-08-20 20:48:08.657
227;81;85;2013-08-20 20:48:08.897
229;81;85;2013-08-20 20:48:09.397
230;82;84;2013-08-20 20:48:09.637
232;82;84;2013-08-20 20:48:10.128
233;83;83;2013-08-20 20:48:10.377
236;83;83;2013-08-20 20:48:11.116
237;84;82;2013-08-20 20:48:11.368
245;86;82;2013-08-20 20:48:13.338
246;87;81;2013-08-20 20:48:13.578
248;87;81;2013-08-20 20:48:14.068
249;88;80;2013-08-20 20:48:14.317
252;88;80;2013-08-20 20:48:15.057
253;89;79;2013-08-20 20:48:15.307
261;91;79;2013-08-20 20:48:17.276
262;92;78;2013-08-20 20:48:17.517
269;93;78;2013-08-20 20:48:19.248
270;94;76;2013-08-20 20:48:19.487
272;94;76;2013-08-20 20:48:19.987
273;95;75;2013-08-20 20:48:20.227
276;95;75;2013-08-20 20:48:20.967
278;96;73;2013-08-20 20:48:21.459
280;96;73;2013-08-20 20:48:21.956
281;97;72;2013-08-20 20:48:22.198
284;97;72;2013-08-20 20:48:22.936
285;98;71;2013-08-20 20:48:23.187
294;100;71;2013-08-20 20:48:25.398
295;101;72;2013-08-20 20:48:25.647
300;102;72;2013-08-20 20:48:26.880
301;103;73;2013-08-20 20:48:27.126
311;105;73;2013-08-20 20:48:29.587
312;106;72;2013-08-20 20:48:29.837
315;106;72;2013-08-20 20:48:30.577
316;107;71;2013-08-20 20:48:30.819
319;107;71;2013-08-20 20:48:31.557
320;108;70;2013-08-20 20:48:31.810
322;108;70;2013-08-20 20:48:32.299
323;109;69;2013-08-20 20:48:32.547
330;110;69;2013-08-20 20:48:34.268
331;111;68;2013-08-20 20:48:34.517
341;113;68;2013-08-20 20:48:36.983
342;114;67;2013-08-20 20:48:37.240
355;117;67;2013-08-20 20:48:40.427
357;118;68;2013-08-20 20:48:40.918
362;119;68;2013-08-20 20:48:42.148
363;120;69;2013-08-20 20:48:42.399
365;120;69;2013-08-20 20:48:42.891
366;121;70;2013-08-20 20:48:43.137
369;121;70;2013-08-20 20:48:43.881
370;122;69;2013-08-20 20:48:44.116
400;130;69;2013-08-20 20:48:51.507
401;131;70;2013-08-20 20:48:51.762
403;131;70;2013-08-20 20:48:52.248
404;132;71;2013-08-20 20:48:52.497
440;142;71;2013-08-20 20:49:01.352
441;143;72;2013-08-20 20:49:01.608
447;144;72;2013-08-20 20:49:03.087
448;145;73;2013-08-20 20:49:03.327
453;146;73;2013-08-20 20:49:04.557
454;147;74;2013-08-20 20:49:04.806
456;147;74;2013-08-20 20:49:05.297
457;148;75;2013-08-20 20:49:05.547
459;148;75;2013-08-20 20:49:06.037
460;149;76;2013-08-20 20:49:06.287
461;149;76;2013-08-20 20:49:06.527
462;150;77;2013-08-20 20:49:06.777
464;150;77;2013-08-20 20:49:07.267
465;151;78;2013-08-20 20:49:07.517
474;153;78;2013-08-20 20:49:09.737
475;154;77;2013-08-20 20:49:09.976
478;154;77;2013-08-20 20:49:10.717
479;155;76;2013-08-20 20:49:10.966
481;155;76;2013-08-20 20:49:11.458
482;156;75;2013-08-20 20:49:11.711
484;156;75;2013-08-20 20:49:12.197
485;157;76;2013-08-20 20:49:12.447
487;157;76;2013-08-20 20:49:12.938
488;158;77;2013-08-20 20:49:13.177
493;159;77;2013-08-20 20:49:14.417
494;160;78;2013-08-20 20:49:14.657
496;160;78;2013-08-20 20:49:15.146
497;161;79;2013-08-20 20:49:15.397
505;163;79;2013-08-20 20:49:17.367
506;164;80;2013-08-20 20:49:17.617
508;164;80;2013-08-20 20:49:18.107
509;165;79;2013-08-20 20:49:18.357
512;165;79;2013-08-20 20:49:19.097
513;166;78;2013-08-20 20:49:19.337
515;166;78;2013-08-20 20:49:19.827
516;167;77;2013-08-20 20:49:20.077
518;167;77;2013-08-20 20:49:20.567
519;168;76;2013-08-20 20:49:20.816
543;176;76;2013-08-20 20:49:26.727
544;177;75;2013-08-20 20:49:26.977
546;177;75;2013-08-20 20:49:27.467
547;178;74;2013-08-20 20:49:27.717
550;178;74;2013-08-20 20:49:28.446
552;179;73;2013-08-20 20:49:28.946
554;179;73;2013-08-20 20:49:29.437
555;180;72;2013-08-20 20:49:29.687
558;180;72;2013-08-20 20:49:30.417
559;181;71;2013-08-20 20:49:30.667
564;182;71;2013-08-20 20:49:31.897
565;183;72;2013-08-20 20:49:32.147
571;184;72;2013-08-20 20:49:33.627
572;185;71;2013-08-20 20:49:33.868
578;186;71;2013-08-20 20:49:35.347
579;187;70;2013-08-20 20:49:35.597
586;188;70;2013-08-20 20:49:37.317
587;189;69;2013-08-20 20:49:37.567
590;189;69;2013-08-20 20:49:38.307
591;190;68;2013-08-20 20:49:38.547
597;191;68;2013-08-20 20:49:40.027
598;192;67;2013-08-20 20:49:40.277
611;195;67;2013-08-20 20:49:43.476
612;196;68;2013-08-20 20:49:43.717
618;197;68;2013-08-20 20:49:45.197
619;198;69;2013-08-20 20:49:45.447
628;200;69;2013-08-20 20:49:47.666
629;201;70;2013-08-20 20:49:47.908
632;201;70;2013-08-20 20:49:48.647
633;202;71;2013-08-20 20:49:48.897
635;202;71;2013-08-20 20:49:49.387
636;203;72;2013-08-20 20:49:49.638
638;203;72;2013-08-20 20:49:50.127
639;204;73;2013-08-20 20:49:50.367
641;204;73;2013-08-20 20:49:50.867
642;205;74;2013-08-20 20:49:51.107
650;207;74;2013-08-20 20:49:53.077
651;208;75;2013-08-20 20:49:53.327
656;209;75;2013-08-20 20:49:54.557
657;210;76;2013-08-20 20:49:54.807
659;210;76;2013-08-20 20:49:55.297
660;211;77;2013-08-20 20:49:55.547
662;211;77;2013-08-20 20:49:56.037
663;212;78;2013-08-20 20:49:56.287
665;212;78;2013-08-20 20:49:56.778
666;213;79;2013-08-20 20:49:57.017
675;215;79;2013-08-20 20:49:59.237
676;216;78;2013-08-20 20:49:59.487
678;216;78;2013-08-20 20:49:59.977
679;217;77;2013-08-20 20:50:00.227
685;218;77;2013-08-20 20:50:01.697
686;219;76;2013-08-20 20:50:01.947
692;220;76;2013-08-20 20:50:03.427
693;221;75;2013-08-20 20:50:03.667
696;221;75;2013-08-20 20:50:04.407
697;222;73;2013-08-20 20:50:04.657
700;222;73;2013-08-20 20:50:05.397
701;223;72;2013-08-20 20:50:05.637
704;223;72;2013-08-20 20:50:06.377
705;224;71;2013-08-20 20:50:06.627
708;224;71;2013-08-20 20:50:07.368
709;225;70;2013-08-20 20:50:07.607
712;225;70;2013-08-20 20:50:08.346
713;226;69;2013-08-20 20:50:08.597
715;226;69;2013-08-20 20:50:09.087
716;227;68;2013-08-20 20:50:09.336
730;230;68;2013-08-20 20:50:12.787
731;231;67;2013-08-20 20:50:13.027
734;231;67;2013-08-20 20:50:13.767
735;232;66;2013-08-20 20:50:14.016
738;232;66;2013-08-20 20:50:14.757
739;233;65;2013-08-20 20:50:14.997
760;238;65;2013-08-20 20:50:20.177
761;239;66;2013-08-20 20:50:20.412
768;240;66;2013-08-20 20:50:22.147
769;241;65;2013-08-20 20:50:22.387
790;246;65;2013-08-20 20:50:27.557
791;247;66;2013-08-20 20:50:27.807
797;248;66;2013-08-20 20:50:29.287
798;249;67;2013-08-20 20:50:29.527
804;250;67;2013-08-20 20:50:31.007
805;251;66;2013-08-20 20:50:31.257
808;251;66;2013-08-20 20:50:31.997
809;252;67;2013-08-20 20:50:32.237
811;252;67;2013-08-20 20:50:32.737
812;253;68;2013-08-20 20:50:32.977
814;253;68;2013-08-20 20:50:33.477
815;254;69;2013-08-20 20:50:33.717
821;255;69;2013-08-20 20:50:35.196
822;256;70;2013-08-20 20:50:35.447
824;256;70;2013-08-20 20:50:35.937
825;257;72;2013-08-20 20:50:36.176
827;257;72;2013-08-20 20:50:36.677
828;258;73;2013-08-20 20:50:36.917
830;258;73;2013-08-20 20:50:37.417
831;259;74;2013-08-20 20:50:37.657
832;259;74;2013-08-20 20:50:37.907
833;260;75;2013-08-20 20:50:38.157
835;260;75;2013-08-20 20:50:38.647
836;261;76;2013-08-20 20:50:38.887
838;261;76;2013-08-20 20:50:39.387
839;262;77;2013-08-20 20:50:39.627
841;262;77;2013-08-20 20:50:40.127
842;263;78;2013-08-20 20:50:40.366
844;263;78;2013-08-20 20:50:40.856
845;264;79;2013-08-20 20:50:41.107
869;271;79;2013-08-20 20:50:47.017
870;272;78;2013-08-20 20:50:47.267
872;272;78;2013-08-20 20:50:47.757
873;273;79;2013-08-20 20:50:48.007
890;278;79;2013-08-20 20:50:52.187
891;279;78;2013-08-20 20:50:52.437
897;280;78;2013-08-20 20:50:53.917
898;281;76;2013-08-20 20:50:54.159
901;281;76;2013-08-20 20:50:54.897
902;282;75;2013-08-20 20:50:55.147
911;284;75;2013-08-20 20:50:57.367
912;285;74;2013-08-20 20:50:57.607
918;286;74;2013-08-20 20:50:59.087
919;287;73;2013-08-20 20:50:59.337
921;287;73;2013-08-20 20:50:59.827
922;288;72;2013-08-20 20:51:00.063
932;290;72;2013-08-20 20:51:02.536
933;291;71;2013-08-20 20:51:02.777
942;293;71;2013-08-20 20:51:04.997
943;294;72;2013-08-20 20:51:05.249
945;294;72;2013-08-20 20:51:05.737
946;295;73;2013-08-20 20:51:05.987
948;295;73;2013-08-20 20:51:06.477
949;296;74;2013-08-20 20:51:06.717
951;296;74;2013-08-20 20:51:07.216
952;297;75;2013-08-20 20:51:07.457
954;297;75;2013-08-20 20:51:07.957
955;298;76;2013-08-20 20:51:08.197
957;298;76;2013-08-20 20:51:08.697
958;299;77;2013-08-20 20:51:08.938
959;299;77;2013-08-20 20:51:09.187
960;300;78;2013-08-20 20:51:09.427
962;300;78;2013-08-20 20:51:09.927
963;301;79;2013-08-20 20:51:10.167
969;302;79;2013-08-20 20:51:11.647
970;303;78;2013-08-20 20:51:11.896
972;303;78;2013-08-20 20:51:12.386
973;304;79;2013-08-20 20:51:12.637
975;304;79;2013-08-20 20:51:13.127
976;305;78;2013-08-20 20:51:13.367
982;306;78;2013-08-20 20:51:14.847
983;307;76;2013-08-20 20:51:15.097
986;307;76;2013-08-20 20:51:15.837
987;308;75;2013-08-20 20:51:16.077
990;308;75;2013-08-20 20:51:16.817
991;309;73;2013-08-20 20:51:17.067
994;309;73;2013-08-20 20:51:17.808
995;310;72;2013-08-20 20:51:18.046
1001;311;72;2013-08-20 20:51:19.527
1002;312;71;2013-08-20 20:51:19.777
1008;313;71;2013-08-20 20:51:21.257
1009;314;70;2013-08-20 20:51:21.497
1016;315;70;2013-08-20 20:51:23.226
1017;316;69;2013-08-20 20:51:23.467
1019;316;69;2013-08-20 20:51:23.967
1020;317;68;2013-08-20 20:51:24.206
1027;318;68;2013-08-20 20:51:25.937
1028;319;67;2013-08-20 20:51:26.177
1052;325;67;2013-08-20 20:51:32.087
1053;326;68;2013-08-20 20:51:32.337
1063;328;68;2013-08-20 20:51:34.797
1064;329;67;2013-08-20 20:51:35.047
1066;329;67;2013-08-20 20:51:35.537
1067;330;68;2013-08-20 20:51:35.787
1073;331;68;2013-08-20 20:51:37.257
1074;332;69;2013-08-20 20:51:37.507
1098;338;69;2013-08-20 20:51:43.417
1099;339;68;2013-08-20 20:51:43.667
1105;340;68;2013-08-20 20:51:45.147
1106;341;69;2013-08-20 20:51:45.387
1112;342;69;2013-08-20 20:51:46.867
1113;343;68;2013-08-20 20:51:47.117
1126;346;68;2013-08-20 20:51:50.317
1127;347;69;2013-08-20 20:51:50.556
1147;352;69;2013-08-20 20:51:55.487
1148;353;68;2013-08-20 20:51:55.736
1172;359;68;2013-08-20 20:52:01.647
1173;360;69;2013-08-20 20:52:01.887
1178;361;69;2013-08-20 20:52:03.127
1179;362;70;2013-08-20 20:52:03.367
1181;362;70;2013-08-20 20:52:03.857
1182;363;71;2013-08-20 20:52:04.107
1199;367;71;2013-08-20 20:52:08.297
1200;368;70;2013-08-20 20:52:08.537
1206;369;70;2013-08-20 20:52:10.017
1207;370;69;2013-08-20 20:52:10.267
1224;374;69;2013-08-20 20:52:14.447
1225;375;68;2013-08-20 20:52:14.697
1242;379;68;2013-08-20 20:52:18.887
1243;380;69;2013-08-20 20:52:19.127
1248;381;69;2013-08-20 20:52:20.367
1249;382;70;2013-08-20 20:52:20.607
1251;382;70;2013-08-20 20:52:21.097
1252;383;71;2013-08-20 20:52:21.347
1254;383;71;2013-08-20 20:52:21.837
1255;384;72;2013-08-20 20:52:22.086
1257;384;72;2013-08-20 20:52:22.577
1258;385;73;2013-08-20 20:52:22.827
1260;385;73;2013-08-20 20:52:23.317
1261;386;74;2013-08-20 20:52:23.567
1263;386;74;2013-08-20 20:52:24.057
1264;387;75;2013-08-20 20:52:24.307
1312;401;75;2013-08-20 20:52:36.127
1313;402;74;2013-08-20 20:52:36.367
1319;403;74;2013-08-20 20:52:37.847
1320;404;73;2013-08-20 20:52:38.097
1323;404;73;2013-08-20 20:52:38.837
1324;405;72;2013-08-20 20:52:39.077
1327;405;72;2013-08-20 20:52:39.819
1328;406;71;2013-08-20 20:52:40.067
1351;412;71;2013-08-20 20:52:45.727
1352;413;70;2013-08-20 20:52:45.977
1361;415;70;2013-08-20 20:52:48.197
1362;416;71;2013-08-20 20:52:48.437
1368;417;71;2013-08-20 20:52:49.917
1369;418;70;2013-08-20 20:52:50.167
1382;421;70;2013-08-20 20:52:53.367
1383;422;71;2013-08-20 20:52:53.617
1395;425;71;2013-08-20 20:52:56.567
1396;426;72;2013-08-20 20:52:56.817
1401;427;72;2013-08-20 20:52:58.057
1402;428;73;2013-08-20 20:52:58.287
1411;430;73;2013-08-20 20:53:00.507
1412;431;74;2013-08-20 20:53:00.756
1417;432;74;2013-08-20 20:53:01.987
1418;433;75;2013-08-20 20:53:02.237
1423;434;75;2013-08-20 20:53:03.466
1424;435;76;2013-08-20 20:53:03.707
1435;438;76;2013-08-20 20:53:06.417
1436;439;77;2013-08-20 20:53:06.667
1444;441;77;2013-08-20 20:53:08.637
1445;442;78;2013-08-20 20:53:08.887
1453;444;78;2013-08-20 20:53:10.857
1454;445;79;2013-08-20 20:53:11.097
1459;446;79;2013-08-20 20:53:12.327
1460;447;80;2013-08-20 20:53:12.577
1465;448;80;2013-08-20 20:53:13.807
1466;449;81;2013-08-20 20:53:14.057
1468;449;81;2013-08-20 20:53:14.547
1469;450;82;2013-08-20 20:53:14.796
1473;451;82;2013-08-20 20:53:15.776
1474;452;83;2013-08-20 20:53:16.027
1476;452;83;2013-08-20 20:53:16.517
1477;453;84;2013-08-20 20:53:16.767
1479;453;84;2013-08-20 20:53:17.257
1480;454;85;2013-08-20 20:53:17.507
1496;459;85;2013-08-20 20:53:21.447
1497;460;84;2013-08-20 20:53:21.687
1500;460;84;2013-08-20 20:53:22.427
1501;461;82;2013-08-20 20:53:22.677
1503;461;82;2013-08-20 20:53:23.167
1504;462;80;2013-08-20 20:53:23.417
1507;462;80;2013-08-20 20:53:24.157
1508;463;79;2013-08-20 20:53:24.397
1511;463;79;2013-08-20 20:53:25.136
1512;464;77;2013-08-20 20:53:25.387
1514;464;77;2013-08-20 20:53:25.877
1515;465;76;2013-08-20 20:53:26.126
1518;465;76;2013-08-20 20:53:26.857
1519;466;75;2013-08-20 20:53:27.107
1521;466;75;2013-08-20 20:53:27.597
1522;467;74;2013-08-20 20:53:27.847
1528;468;74;2013-08-20 20:53:29.327
1529;469;73;2013-08-20 20:53:29.567
1535;470;73;2013-08-20 20:53:31.047
1536;471;72;2013-08-20 20:53:31.296
1539;471;72;2013-08-20 20:53:32.037
1540;472;73;2013-08-20 20:53:32.277
1542;472;73;2013-08-20 20:53:32.777
1543;473;72;2013-08-20 20:53:33.017
1549;474;72;2013-08-20 20:53:34.497
1550;475;71;2013-08-20 20:53:34.747
1553;475;71;2013-08-20 20:53:35.477
1554;476;70;2013-08-20 20:53:35.727
1556;476;70;2013-08-20 20:53:36.217
1557;477;71;2013-08-20 20:53:36.466
1560;477;71;2013-08-20 20:53:37.207
1561;478;70;2013-08-20 20:53:37.447
1570;480;70;2013-08-20 20:53:39.667
1571;481;69;2013-08-20 20:53:39.917
1574;481;69;2013-08-20 20:53:40.656
1575;482;70;2013-08-20 20:53:40.897
1591;486;70;2013-08-20 20:53:44.837
1592;487;69;2013-08-20 20:53:45.087
1599;488;69;2013-08-20 20:53:46.806
1600;489;68;2013-08-20 20:53:47.057
1623;495;68;2013-08-20 20:53:52.727
1624;496;69;2013-08-20 20:53:52.967
1626;496;69;2013-08-20 20:53:53.457
1627;497;71;2013-08-20 20:53:53.707
1629;497;71;2013-08-20 20:53:54.197
1630;498;72;2013-08-20 20:53:54.447
1632;498;72;2013-08-20 20:53:54.937
1633;499;73;2013-08-20 20:53:55.187
1635;499;73;2013-08-20 20:53:55.677
1636;500;74;2013-08-20 20:53:55.927
1638;500;74;2013-08-20 20:53:56.417
1639;501;76;2013-08-20 20:53:56.667
1665;508;76;2013-08-20 20:54:03.072
1666;509;74;2013-08-20 20:54:03.313
1669;509;74;2013-08-20 20:54:04.047
1670;510;72;2013-08-20 20:54:04.297
1673;510;72;2013-08-20 20:54:05.037
1674;511;71;2013-08-20 20:54:05.287
1677;511;71;2013-08-20 20:54:06.017
1678;512;70;2013-08-20 20:54:06.267
1684;513;70;2013-08-20 20:54:07.747
1685;514;69;2013-08-20 20:54:07.996
1695;516;69;2013-08-20 20:54:10.457
1696;517;70;2013-08-20 20:54:10.697
1701;518;70;2013-08-20 20:54:11.937
1702;519;71;2013-08-20 20:54:12.177
1708;520;71;2013-08-20 20:54:13.656
1709;521;70;2013-08-20 20:54:13.907
1712;521;70;2013-08-20 20:54:14.637
1713;522;69;2013-08-20 20:54:14.887
1733;527;69;2013-08-20 20:54:19.817
1734;528;68;2013-08-20 20:54:20.057
1766;536;68;2013-08-20 20:54:27.937
1767;537;67;2013-08-20 20:54:28.186
1787;542;67;2013-08-20 20:54:33.117
1788;543;68;2013-08-20 20:54:33.357
1798;545;68;2013-08-20 20:54:35.827
1799;546;67;2013-08-20 20:54:36.067
1805;547;67;2013-08-20 20:54:37.547
1806;548;68;2013-08-20 20:54:37.797
1812;549;68;2013-08-20 20:54:39.267
1813;550;69;2013-08-20 20:54:39.516
1833;555;69;2013-08-20 20:54:44.447
1834;556;68;2013-08-20 20:54:44.686
1844;558;68;2013-08-20 20:54:47.157
1845;559;67;2013-08-20 20:54:47.397
1852;560;67;2013-08-20 20:54:49.127
1853;561;66;2013-08-20 20:54:49.367
1856;561;66;2013-08-20 20:54:50.107
1857;562;67;2013-08-20 20:54:50.356
1863;563;67;2013-08-20 20:54:51.827
1864;564;66;2013-08-20 20:54:52.077
1874;566;66;2013-08-20 20:54:54.535
1875;567;65;2013-08-20 20:54:54.787
1878;567;65;2013-08-20 20:54:55.526
1879;568;66;2013-08-20 20:54:55.777
1888;570;66;2013-08-20 20:54:57.987
1889;571;67;2013-08-20 20:54:58.237
1892;571;67;2013-08-20 20:54:58.977
1893;572;68;2013-08-20 20:54:59.217
1895;572;68;2013-08-20 20:54:59.717
1896;573;70;2013-08-20 20:54:59.957
1898;573;70;2013-08-20 20:55:00.457
1899;574;71;2013-08-20 20:55:00.696
1905;575;71;2013-08-20 20:55:02.176
1906;576;70;2013-08-20 20:55:02.427
1919;579;70;2013-08-20 20:55:05.627
1920;580;69;2013-08-20 20:55:05.866
1943;586;69;2013-08-20 20:55:11.536
1944;587;70;2013-08-20 20:55:11.779
1947;587;70;2013-08-20 20:55:12.516
1948;588;69;2013-08-20 20:55:12.767
1957;590;69;2013-08-20 20:55:14.987
1958;591;70;2013-08-20 20:55:15.227
1968;593;70;2013-08-20 20:55:17.696
1969;594;69;2013-08-20 20:55:17.937
1971;594;69;2013-08-20 20:55:18.427
1972;595;70;2013-08-20 20:55:18.677
1982;597;70;2013-08-20 20:55:21.137
1983;598;69;2013-08-20 20:55:21.387
1999;602;69;2013-08-20 20:55:25.327
2000;603;68;2013-08-20 20:55:25.577
2017;607;68;2013-08-20 20:55:29.757
2018;608;69;2013-08-20 20:55:30.008
2025;609;69;2013-08-20 20:55:31.727
2026;610;68;2013-08-20 20:55:31.977
2028;610;68;2013-08-20 20:55:32.467
2029;611;67;2013-08-20 20:55:32.716
2036;612;67;2013-08-20 20:55:34.437
2037;613;66;2013-08-20 20:55:34.687
2054;617;66;2013-08-20 20:55:38.876
2055;618;67;2013-08-20 20:55:39.117
2065;620;67;2013-08-20 20:55:41.587
2066;621;66;2013-08-20 20:55:41.827
2080;624;66;2013-08-20 20:55:45.277
2081;625;65;2013-08-20 20:55:45.527
2117;634;65;2013-08-20 20:55:54.386
2118;635;66;2013-08-20 20:55:54.637
2121;635;66;2013-08-20 20:55:55.377
2122;636;67;2013-08-20 20:55:55.617
2128;637;67;2013-08-20 20:55:57.097
2129;638;66;2013-08-20 20:55:57.347
2132;638;66;2013-08-20 20:55:58.087
2133;639;65;2013-08-20 20:55:58.327
2140;640;65;2013-08-20 20:56:00.052
2141;641;64;2013-08-20 20:56:00.297
2144;641;64;2013-08-20 20:56:01.037
2145;642;63;2013-08-20 20:56:01.287
2156;644;63;2013-08-20 20:56:03.997
2157;645;64;2013-08-20 20:56:04.237
2174;649;64;2013-08-20 20:56:08.427
2175;650;65;2013-08-20 20:56:08.677
2200;656;65;2013-08-20 20:56:14.837
2201;657;66;2013-08-20 20:56:15.076
2221;662;66;2013-08-20 20:56:20.007
2222;663;67;2013-08-20 20:56:20.247
2225;663;67;2013-08-20 20:56:20.987
2226;664;66;2013-08-20 20:56:21.236
2229;664;66;2013-08-20 20:56:21.977
2230;665;67;2013-08-20 20:56:22.217
2232;665;67;2013-08-20 20:56:22.718
2233;666;68;2013-08-20 20:56:22.957
2235;666;68;2013-08-20 20:56:23.457
2236;667;69;2013-08-20 20:56:23.697
2238;667;69;2013-08-20 20:56:24.187
2239;668;71;2013-08-20 20:56:24.437
2241;668;71;2013-08-20 20:56:24.927
2242;669;72;2013-08-20 20:56:25.178
2247;670;72;2013-08-20 20:56:26.406
2248;671;73;2013-08-20 20:56:26.657
2254;672;73;2013-08-20 20:56:28.127
2255;673;72;2013-08-20 20:56:28.377
2262;674;72;2013-08-20 20:56:30.107
2263;675;71;2013-08-20 20:56:30.347
2266;675;71;2013-08-20 20:56:31.086
2267;676;70;2013-08-20 20:56:31.337
2273;677;70;2013-08-20 20:56:32.807
2274;678;69;2013-08-20 20:56:33.057
2277;678;69;2013-08-20 20:56:33.797
2278;679;68;2013-08-20 20:56:34.047
2285;680;68;2013-08-20 20:56:35.767
2286;681;67;2013-08-20 20:56:36.017
2289;681;67;2013-08-20 20:56:36.746
2290;682;66;2013-08-20 20:56:36.997
2293;682;66;2013-08-20 20:56:37.737
2294;683;65;2013-08-20 20:56:37.987
2297;683;65;2013-08-20 20:56:38.727
2298;684;64;2013-08-20 20:56:38.967
2313;687;64;2013-08-20 20:56:42.667
2314;688;63;2013-08-20 20:56:42.907
2317;688;63;2013-08-20 20:56:43.647
2318;689;62;2013-08-20 20:56:43.897
2332;692;62;2013-08-20 20:56:47.347
2333;693;63;2013-08-20 20:56:47.586
2351;697;63;2013-08-20 20:56:52.027
2352;698;64;2013-08-20 20:56:52.266
2355;698;64;2013-08-20 20:56:53.007
2356;699;63;2013-08-20 20:56:53.257
2363;700;63;2013-08-20 20:56:54.977
2364;701;64;2013-08-20 20:56:55.227
2366;701;64;2013-08-20 20:56:55.717
2367;702;65;2013-08-20 20:56:55.967
2381;705;65;2013-08-20 20:56:59.407
2382;706;64;2013-08-20 20:56:59.657
2385;706;64;2013-08-20 20:57:00.396
2386;707;65;2013-08-20 20:57:00.647
2392;708;65;2013-08-20 20:57:02.117
2393;709;64;2013-08-20 20:57:02.367
2407;712;64;2013-08-20 20:57:05.817
2408;713;65;2013-08-20 20:57:06.059
2448;723;65;2013-08-20 20:57:15.917
2449;724;66;2013-08-20 20:57:16.157
2451;724;66;2013-08-20 20:57:16.647
2452;725;67;2013-08-20 20:57:16.897
2459;726;67;2013-08-20 20:57:18.617
2460;727;66;2013-08-20 20:57:18.867
2470;729;66;2013-08-20 20:57:21.327
2471;730;65;2013-08-20 20:57:21.577
2485;733;65;2013-08-20 20:57:25.027
2486;734;66;2013-08-20 20:57:25.267
2491;735;66;2013-08-20 20:57:26.507
2492;736;68;2013-08-20 20:57:26.747
2494;736;68;2013-08-20 20:57:27.237
2496;737;69;2013-08-20 20:57:27.737
2498;737;69;2013-08-20 20:57:28.227
2499;738;70;2013-08-20 20:57:28.477
2538;758;70;2013-08-20 20:57:38.077
2539;759;81;2013-08-20 20:57:38.327
2553;764;81;2013-08-20 20:57:41.777
2554;765;82;2013-08-20 20:57:42.017
2555;765;82;2013-08-20 20:57:42.267
2556;766;83;2013-08-20 20:57:42.507
2558;766;83;2013-08-20 20:57:43.007
2559;767;84;2013-08-20 20:57:43.246
2564;768;84;2013-08-20 20:57:44.487
2565;769;85;2013-08-20 20:57:44.727
2567;769;85;2013-08-20 20:57:45.217
2568;770;84;2013-08-20 20:57:45.466
2573;771;84;2013-08-20 20:57:46.697
2574;772;83;2013-08-20 20:57:46.947
2576;772;83;2013-08-20 20:57:47.437
