seqno;heartbeats;pulse;timestamp
80120;17866;53;2013-08-21 02:52:29.547
80128;17867;53;2013-08-21 02:52:31.517
80129;17868;52;2013-08-21 02:52:31.757
80133;17868;52;2013-08-21 02:52:32.747
80134;17869;53;2013-08-21 02:52:32.987
80174;17877;53;2013-08-21 02:52:42.837
80176;17878;52;2013-08-21 02:52:43.335
80192;17881;52;2013-08-21 02:52:47.277
80193;17882;53;2013-08-21 02:52:47.517
80234;17890;53;2013-08-21 02:52:57.617
80235;17891;52;2013-08-21 02:52:57.867
80243;17892;52;2013-08-21 02:52:59.837
80244;17893;53;2013-08-21 02:53:00.082
80266;17897;53;2013-08-21 02:53:05.497
80267;17898;52;2013-08-21 02:53:05.747
80271;17898;52;2013-08-21 02:53:06.737
80272;17899;53;2013-08-21 02:53:06.978
80279;17900;53;2013-08-21 02:53:08.707
80280;17901;54;2013-08-21 02:53:08.947
80315;17908;54;2013-08-21 02:53:17.567
80316;17909;53;2013-08-21 02:53:17.817
80329;17911;53;2013-08-21 02:53:21.017
80330;17912;54;2013-08-21 02:53:21.267
80338;17913;54;2013-08-21 02:53:23.237
80339;17914;53;2013-08-21 02:53:23.477
80343;17914;53;2013-08-21 02:53:24.467
80344;17915;52;2013-08-21 02:53:24.707
80357;17917;52;2013-08-21 02:53:27.917
80358;17918;53;2013-08-21 02:53:28.157
80362;17918;53;2013-08-21 02:53:29.147
80363;17919;52;2013-08-21 02:53:29.387
80376;17921;52;2013-08-21 02:53:32.597
80377;17922;51;2013-08-21 02:53:32.837
80381;17922;51;2013-08-21 02:53:33.827
80382;17923;52;2013-08-21 02:53:34.067
80390;17924;52;2013-08-21 02:53:36.037
80391;17925;53;2013-08-21 02:53:36.287
80394;17925;53;2013-08-21 02:53:37.027
80395;17926;52;2013-08-21 02:53:37.277
80417;17930;52;2013-08-21 02:53:42.687
80418;17931;53;2013-08-21 02:53:42.937
80421;17931;53;2013-08-21 02:53:43.677
80422;17932;54;2013-08-21 02:53:43.925
80425;17932;54;2013-08-21 02:53:44.657
80426;17933;55;2013-08-21 02:53:44.907
80447;17937;55;2013-08-21 02:53:50.077
80448;17938;56;2013-08-21 02:53:50.326
80460;17940;56;2013-08-21 02:53:53.277
80461;17941;55;2013-08-21 02:53:53.527
80465;17941;55;2013-08-21 02:53:54.517
80466;17942;54;2013-08-21 02:53:54.757
80474;17943;54;2013-08-21 02:53:56.727
80475;17944;55;2013-08-21 02:53:56.977
80479;17944;55;2013-08-21 02:53:57.957
80480;17945;54;2013-08-21 02:53:58.207
80484;17945;54;2013-08-21 02:53:59.197
80485;17946;53;2013-08-21 02:53:59.437
80494;17947;53;2013-08-21 02:54:01.657
80495;17948;52;2013-08-21 02:54:01.897
80503;17949;52;2013-08-21 02:54:03.869
80504;17950;53;2013-08-21 02:54:04.117
80514;17952;53;2013-08-21 02:54:06.577
80515;17953;55;2013-08-21 02:54:06.827
80518;17953;55;2013-08-21 02:54:07.567
80519;17954;57;2013-08-21 02:54:07.817
80521;17954;57;2013-08-21 02:54:08.307
80522;17955;59;2013-08-21 02:54:08.547
80524;17955;59;2013-08-21 02:54:09.047
80525;17956;61;2013-08-21 02:54:09.287
80534;17958;61;2013-08-21 02:54:11.507
80535;17959;63;2013-08-21 02:54:11.757
80538;17959;63;2013-08-21 02:54:12.487
80539;17960;64;2013-08-21 02:54:12.737
80541;17960;64;2013-08-21 02:54:13.227
80542;17961;66;2013-08-21 02:54:13.477
80556;17966;66;2013-08-21 02:54:16.927
80557;17967;68;2013-08-21 02:54:17.167
80558;17967;68;2013-08-21 02:54:17.417
80559;17968;70;2013-08-21 02:54:17.667
80561;17968;70;2013-08-21 02:54:18.157
80562;17969;73;2013-08-21 02:54:18.407
80564;17969;73;2013-08-21 02:54:18.897
80565;17970;75;2013-08-21 02:54:19.137
80566;17970;75;2013-08-21 02:54:19.387
80567;17971;77;2013-08-21 02:54:19.637
80569;17971;77;2013-08-21 02:54:20.127
80570;17972;78;2013-08-21 02:54:20.377
80572;17972;78;2013-08-21 02:54:20.867
80573;17973;80;2013-08-21 02:54:21.117
80574;17973;80;2013-08-21 02:54:21.356
80575;17974;81;2013-08-21 02:54:21.607
80577;17974;81;2013-08-21 02:54:22.098
80578;17975;83;2013-08-21 02:54:22.347
80599;17980;83;2013-08-21 02:54:27.517
80600;17981;80;2013-08-21 02:54:27.757
80604;17981;80;2013-08-21 02:54:28.747
80605;17982;76;2013-08-21 02:54:28.997
80609;17982;76;2013-08-21 02:54:29.977
80610;17983;72;2013-08-21 02:54:30.227
80614;17983;72;2013-08-21 02:54:31.206
80615;17984;69;2013-08-21 02:54:31.457
80619;17984;69;2013-08-21 02:54:32.437
80620;17985;67;2013-08-21 02:54:32.687
80624;17985;67;2013-08-21 02:54:33.677
80625;17986;65;2013-08-21 02:54:33.917
80629;17986;65;2013-08-21 02:54:34.907
80630;17987;63;2013-08-21 02:54:35.147
80633;17987;63;2013-08-21 02:54:35.887
80634;17988;61;2013-08-21 02:54:36.137
80638;17988;61;2013-08-21 02:54:37.117
80639;17989;59;2013-08-21 02:54:37.367
80643;17989;59;2013-08-21 02:54:38.357
80644;17990;58;2013-08-21 02:54:38.603
80651;17991;58;2013-08-21 02:54:40.327
80652;17992;59;2013-08-21 02:54:40.567
80656;17992;59;2013-08-21 02:54:41.557
80657;17993;58;2013-08-21 02:54:41.797
80661;17993;58;2013-08-21 02:54:42.787
80662;17994;57;2013-08-21 02:54:43.037
80665;17994;57;2013-08-21 02:54:43.768
80666;17995;56;2013-08-21 02:54:44.017
80680;17998;56;2013-08-21 02:54:47.467
80682;17999;58;2013-08-21 02:54:47.957
80694;18001;58;2013-08-21 02:54:50.917
80695;18002;57;2013-08-21 02:54:51.157
80699;18002;57;2013-08-21 02:54:52.147
80700;18003;56;2013-08-21 02:54:52.386
80705;18003;56;2013-08-21 02:54:53.627
80706;18004;55;2013-08-21 02:54:53.867
80710;18004;55;2013-08-21 02:54:54.857
80711;18005;54;2013-08-21 02:54:55.097
80715;18005;54;2013-08-21 02:54:56.087
80716;18006;53;2013-08-21 02:54:56.327
80720;18006;53;2013-08-21 02:54:57.317
80721;18007;52;2013-08-21 02:54:57.567
80748;18012;52;2013-08-21 02:55:04.217
80749;18013;51;2013-08-21 02:55:04.457
80773;18017;51;2013-08-21 02:55:10.367
80774;18018;50;2013-08-21 02:55:10.617
80782;18019;50;2013-08-21 02:55:12.585
80783;18020;51;2013-08-21 02:55:12.837
80815;18026;51;2013-08-21 02:55:20.717
80816;18027;52;2013-08-21 02:55:20.957
80823;18028;52;2013-08-21 02:55:22.687
80825;18029;53;2013-08-21 02:55:23.177
80844;18033;53;2013-08-21 02:55:27.857
80845;18034;54;2013-08-21 02:55:28.107
80859;18036;54;2013-08-21 02:55:31.547
80860;18037;53;2013-08-21 02:55:31.797
80869;18038;53;2013-08-21 02:55:34.017
80870;18039;52;2013-08-21 02:55:34.257
80883;18041;52;2013-08-21 02:55:37.467
80884;18042;51;2013-08-21 02:55:37.707
80935;18052;51;2013-08-21 02:55:50.267
80936;18053;52;2013-08-21 02:55:50.517
80939;18053;52;2013-08-21 02:55:51.257
80940;18054;53;2013-08-21 02:55:51.497
80943;18054;53;2013-08-21 02:55:52.237
80944;18055;54;2013-08-21 02:55:52.487
80953;18056;54;2013-08-21 02:55:54.707
80954;18057;53;2013-08-21 02:55:54.947
80959;18057;53;2013-08-21 02:55:56.177
80960;18058;52;2013-08-21 02:55:56.427
80968;18059;52;2013-08-21 02:55:58.397
80969;18060;51;2013-08-21 02:55:58.647
80987;18063;51;2013-08-21 02:56:03.077
80988;18064;52;2013-08-21 02:56:03.327
80991;18064;52;2013-08-21 02:56:04.057
80993;18065;51;2013-08-21 02:56:04.557
81021;18070;51;2013-08-21 02:56:11.447
81022;18071;50;2013-08-21 02:56:11.697
81026;18071;50;2013-08-21 02:56:12.687
81027;18072;51;2013-08-21 02:56:12.926
81072;18081;51;2013-08-21 02:56:24.008
81073;18082;52;2013-08-21 02:56:24.257
81082;18083;52;2013-08-21 02:56:26.477
81083;18084;51;2013-08-21 02:56:26.717
81101;18087;51;2013-08-21 02:56:31.159
81102;18088;52;2013-08-21 02:56:31.397
81105;18088;52;2013-08-21 02:56:32.137
81106;18089;51;2013-08-21 02:56:32.387
81167;18101;51;2013-08-21 02:56:47.407
81168;18102;52;2013-08-21 02:56:47.657
81175;18103;52;2013-08-21 02:56:49.372
81176;18104;53;2013-08-21 02:56:49.632
81179;18104;53;2013-08-21 02:56:50.367
81180;18105;55;2013-08-21 02:56:50.607
81182;18105;55;2013-08-21 02:56:51.107
81183;18106;57;2013-08-21 02:56:51.347
81206;18114;57;2013-08-21 02:56:57.017
81207;18115;58;2013-08-21 02:56:57.257
81210;18115;58;2013-08-21 02:56:57.997
81211;18116;60;2013-08-21 02:56:58.247
81241;18133;60;2013-08-21 02:57:05.637
81242;18134;70;2013-08-21 02:57:05.877
81847;18137;70;2013-08-21 02:59:34.887
81891;18137;72;2013-08-21 03:06:43.298
82502;18157;72;2013-08-21 03:09:13.767
82503;18158;69;2013-08-21 03:09:14.017
82507;18158;69;2013-08-21 03:09:14.997
82508;18159;67;2013-08-21 03:09:15.247
82512;18159;67;2013-08-21 03:09:16.227
82513;18160;65;2013-08-21 03:09:16.477
82516;18160;65;2013-08-21 03:09:17.217
82517;18161;63;2013-08-21 03:09:17.467
82521;18161;63;2013-08-21 03:09:18.447
82522;18162;62;2013-08-21 03:09:18.698
82525;18162;62;2013-08-21 03:09:19.437
82526;18163;61;2013-08-21 03:09:19.677
82530;18163;61;2013-08-21 03:09:20.667
82531;18164;59;2013-08-21 03:09:20.907
82535;18164;59;2013-08-21 03:09:21.897
82536;18165;58;2013-08-21 03:09:22.147
82554;18167;58;2013-08-21 03:09:26.577
82555;18168;57;2013-08-21 03:09:26.827
82558;18168;57;2013-08-21 03:09:27.557
82559;18169;56;2013-08-21 03:09:27.807
82581;18172;56;2013-08-21 03:09:33.227
82582;18173;55;2013-08-21 03:09:33.467
82586;18173;55;2013-08-21 03:09:34.458
82587;18174;54;2013-08-21 03:09:34.707
82596;18175;54;2013-08-21 03:09:36.917
82597;18176;53;2013-08-21 03:09:37.167
82600;18176;53;2013-08-21 03:09:37.906
82601;18177;54;2013-08-21 03:09:38.148
82614;18179;54;2013-08-21 03:09:41.357
82615;18180;53;2013-08-21 03:09:41.597
82627;18182;53;2013-08-21 03:09:44.557
82628;18183;54;2013-08-21 03:09:44.797
82641;18185;54;2013-08-21 03:09:48.008
82642;18186;53;2013-08-21 03:09:48.247
82660;18189;53;2013-08-21 03:09:52.687
82661;18190;52;2013-08-21 03:09:52.927
82683;18194;52;2013-08-21 03:09:58.347
82684;18195;53;2013-08-21 03:09:58.597
82692;18196;53;2013-08-21 03:10:00.567
82693;18197;52;2013-08-21 03:10:00.807
82702;18198;52;2013-08-21 03:10:03.027
82703;18199;51;2013-08-21 03:10:03.277
82707;18199;51;2013-08-21 03:10:04.257
82708;18200;52;2013-08-21 03:10:04.507
82712;18200;52;2013-08-21 03:10:05.487
82713;18201;51;2013-08-21 03:10:05.737
82722;18202;51;2013-08-21 03:10:07.957
82723;18203;50;2013-08-21 03:10:08.195
82731;18204;50;2013-08-21 03:10:10.167
82732;18205;51;2013-08-21 03:10:10.416
82741;18206;51;2013-08-21 03:10:12.637
82742;18207;50;2013-08-21 03:10:12.877
82760;18210;50;2013-08-21 03:10:17.307
82761;18211;51;2013-08-21 03:10:17.558
82770;18212;51;2013-08-21 03:10:19.777
82771;18213;50;2013-08-21 03:10:20.019
82781;18214;50;2013-08-21 03:10:22.487
82782;18215;49;2013-08-21 03:10:22.727
82815;18221;49;2013-08-21 03:10:30.857
82816;18222;50;2013-08-21 03:10:31.107
82824;18223;50;2013-08-21 03:10:33.077
82825;18224;51;2013-08-21 03:10:33.317
82838;18226;51;2013-08-21 03:10:36.527
82839;18227;50;2013-08-21 03:10:36.767
82843;18227;50;2013-08-21 03:10:37.757
82844;18228;51;2013-08-21 03:10:37.997
82879;18235;51;2013-08-21 03:10:46.617
82880;18236;52;2013-08-21 03:10:46.867
82906;18241;52;2013-08-21 03:10:53.267
82907;18242;53;2013-08-21 03:10:53.517
82948;18250;53;2013-08-21 03:11:03.618
82949;18251;52;2013-08-21 03:11:03.859
82962;18253;52;2013-08-21 03:11:07.067
82963;18254;53;2013-08-21 03:11:07.307
82971;18255;53;2013-08-21 03:11:09.277
82972;18256;52;2013-08-21 03:11:09.527
82989;18259;52;2013-08-21 03:11:13.717
82990;18260;53;2013-08-21 03:11:13.956
82999;18261;53;2013-08-21 03:11:16.178
83000;18262;52;2013-08-21 03:11:16.417
83017;18265;52;2013-08-21 03:11:20.607
83018;18266;53;2013-08-21 03:11:20.857
83022;18266;53;2013-08-21 03:11:21.839
83023;18267;52;2013-08-21 03:11:22.087
83040;18270;52;2013-08-21 03:11:26.277
83041;18271;53;2013-08-21 03:11:26.517
83050;18272;53;2013-08-21 03:11:28.737
83051;18273;52;2013-08-21 03:11:28.987
83083;18279;52;2013-08-21 03:11:36.867
83084;18280;51;2013-08-21 03:11:37.107
83087;18280;51;2013-08-21 03:11:37.847
83088;18281;52;2013-08-21 03:11:38.097
83119;18287;52;2013-08-21 03:11:45.727
83120;18288;53;2013-08-21 03:11:45.977
83124;18288;53;2013-08-21 03:11:46.957
83125;18289;52;2013-08-21 03:11:47.207
83162;18296;52;2013-08-21 03:11:56.316
83163;18297;51;2013-08-21 03:11:56.567
83167;18297;51;2013-08-21 03:11:57.557
83168;18298;52;2013-08-21 03:11:57.796
83190;18302;52;2013-08-21 03:12:03.217
83191;18303;51;2013-08-21 03:12:03.467
83199;18304;51;2013-08-21 03:12:05.437
83200;18305;52;2013-08-21 03:12:05.677
83227;18310;52;2013-08-21 03:12:12.327
83228;18311;53;2013-08-21 03:12:12.577
83236;18312;53;2013-08-21 03:12:14.547
83237;18313;52;2013-08-21 03:12:14.797
83254;18316;52;2013-08-21 03:12:18.977
83255;18317;53;2013-08-21 03:12:19.227
83277;18321;53;2013-08-21 03:12:24.647
83278;18322;52;2013-08-21 03:12:24.887
83297;18325;52;2013-08-21 03:12:29.567
83298;18326;51;2013-08-21 03:12:29.817
83301;18326;51;2013-08-21 03:12:30.553
83302;18327;52;2013-08-21 03:12:30.792
83310;18328;52;2013-08-21 03:12:32.777
83311;18329;53;2013-08-21 03:12:33.016
83321;18331;53;2013-08-21 03:12:35.477
83322;18332;55;2013-08-21 03:12:35.727
83325;18332;55;2013-08-21 03:12:36.467
83326;18333;57;2013-08-21 03:12:36.717
83328;18333;57;2013-08-21 03:12:37.207
83329;18334;58;2013-08-21 03:12:37.447
83332;18334;58;2013-08-21 03:12:38.187
83333;18335;60;2013-08-21 03:12:38.437
83335;18335;60;2013-08-21 03:12:38.927
83336;18336;61;2013-08-21 03:12:39.177
83338;18336;61;2013-08-21 03:12:39.667
83339;18337;63;2013-08-21 03:12:39.917
83342;18337;63;2013-08-21 03:12:40.657
83343;18338;64;2013-08-21 03:12:40.897
83345;18338;64;2013-08-21 03:12:41.397
83346;18339;65;2013-08-21 03:12:41.637
83366;18343;65;2013-08-21 03:12:46.567
83367;18344;63;2013-08-21 03:12:46.807
83371;18344;63;2013-08-21 03:12:47.797
83372;18345;61;2013-08-21 03:12:48.047
83376;18345;61;2013-08-21 03:12:49.027
83377;18346;60;2013-08-21 03:12:49.277
83381;18346;60;2013-08-21 03:12:50.257
83382;18347;58;2013-08-21 03:12:50.507
83386;18347;58;2013-08-21 03:12:51.484
83387;18348;57;2013-08-21 03:12:51.737
83391;18348;57;2013-08-21 03:12:52.717
83392;18349;56;2013-08-21 03:12:52.967
83396;18349;56;2013-08-21 03:12:53.957
83397;18350;55;2013-08-21 03:12:54.197
83405;18351;55;2013-08-21 03:12:56.167
83406;18352;54;2013-08-21 03:12:56.417
83415;18353;54;2013-08-21 03:12:58.637
83416;18354;53;2013-08-21 03:12:58.877
83436;18358;53;2013-08-21 03:13:03.807
83437;18359;55;2013-08-21 03:13:04.047
83440;18359;55;2013-08-21 03:13:04.787
83441;18360;56;2013-08-21 03:13:05.037
83444;18360;56;2013-08-21 03:13:05.777
83445;18361;57;2013-08-21 03:13:06.017
83454;18362;57;2013-08-21 03:13:08.237
83455;18363;56;2013-08-21 03:13:08.487
83458;18363;56;2013-08-21 03:13:09.227
83459;18364;55;2013-08-21 03:13:09.467
83468;18365;55;2013-08-21 03:13:11.687
83469;18366;53;2013-08-21 03:13:11.937
83479;18367;53;2013-08-21 03:13:14.397
83480;18368;52;2013-08-21 03:13:14.637
83484;18368;52;2013-08-21 03:13:15.627
83485;18369;51;2013-08-21 03:13:15.877
83513;18374;51;2013-08-21 03:13:22.767
83514;18375;50;2013-08-21 03:13:23.017
83527;18377;50;2013-08-21 03:13:26.217
83528;18378;51;2013-08-21 03:13:26.467
83575;18387;51;2013-08-21 03:13:38.037
83576;18388;50;2013-08-21 03:13:38.287
83579;18388;50;2013-08-21 03:13:39.027
83580;18389;51;2013-08-21 03:13:39.267
83617;18396;51;2013-08-21 03:13:48.387
83618;18397;52;2013-08-21 03:13:48.627
83676;18409;52;2013-08-21 03:14:02.917
83677;18410;53;2013-08-21 03:14:03.157
83686;18411;53;2013-08-21 03:14:05.377
83687;18412;52;2013-08-21 03:14:05.627
83695;18413;52;2013-08-21 03:14:07.597
83696;18414;53;2013-08-21 03:14:07.838
83741;18423;53;2013-08-21 03:14:18.927
83742;18424;52;2013-08-21 03:14:19.167
83749;18425;52;2013-08-21 03:14:20.897
83751;18426;53;2013-08-21 03:14:21.387
83773;18430;53;2013-08-21 03:14:26.807
83774;18431;52;2013-08-21 03:14:27.048
83777;18431;52;2013-08-21 03:14:27.787
83778;18432;53;2013-08-21 03:14:28.037
83782;18432;53;2013-08-21 03:14:29.017
83783;18433;52;2013-08-21 03:14:29.267
83805;18437;52;2013-08-21 03:14:34.687
83806;18438;53;2013-08-21 03:14:34.937
83810;18438;53;2013-08-21 03:14:35.916
83811;18439;52;2013-08-21 03:14:36.167
83837;18444;52;2013-08-21 03:14:42.567
83838;18445;53;2013-08-21 03:14:42.817
83853;18447;53;2013-08-21 03:14:46.507
83854;18448;52;2013-08-21 03:14:46.757
83858;18448;52;2013-08-21 03:14:47.737
83859;18449;51;2013-08-21 03:14:47.987
83891;18455;51;2013-08-21 03:14:55.867
83892;18456;52;2013-08-21 03:14:56.117
83895;18456;52;2013-08-21 03:14:56.857
83896;18457;53;2013-08-21 03:14:57.096
83910;18459;53;2013-08-21 03:15:00.548
83911;18460;52;2013-08-21 03:15:00.797
83914;18460;52;2013-08-21 03:15:01.537
83915;18461;51;2013-08-21 03:15:01.777
83934;18464;51;2013-08-21 03:15:06.457
83935;18465;50;2013-08-21 03:15:06.707
83944;18466;50;2013-08-21 03:15:08.917
83945;18467;51;2013-08-21 03:15:09.167
83971;18472;51;2013-08-21 03:15:15.567
83972;18473;52;2013-08-21 03:15:15.817
84008;18480;52;2013-08-21 03:15:24.687
84009;18481;53;2013-08-21 03:15:24.927
84039;18487;53;2013-08-21 03:15:32.317
84040;18488;54;2013-08-21 03:15:32.567
84048;18489;54;2013-08-21 03:15:34.537
84049;18490;53;2013-08-21 03:15:34.777
84072;18494;53;2013-08-21 03:15:40.447
84073;18495;52;2013-08-21 03:15:40.697
84104;18501;52;2013-08-21 03:15:48.327
84105;18502;53;2013-08-21 03:15:48.577
84132;18507;53;2013-08-21 03:15:55.227
84133;18508;52;2013-08-21 03:15:55.467
84141;18509;52;2013-08-21 03:15:57.437
84142;18510;53;2013-08-21 03:15:57.688
84146;18510;53;2013-08-21 03:15:58.667
84147;18511;52;2013-08-21 03:15:58.917
84156;18512;52;2013-08-21 03:16:01.137
84157;18513;51;2013-08-21 03:16:01.373
84169;18515;51;2013-08-21 03:16:04.337
84170;18516;52;2013-08-21 03:16:04.587
84206;18523;52;2013-08-21 03:16:13.447
84207;18524;53;2013-08-21 03:16:13.697
84214;18525;53;2013-08-21 03:16:15.417
84215;18526;55;2013-08-21 03:16:15.667
84217;18526;55;2013-08-21 03:16:16.157
84218;18527;56;2013-08-21 03:16:16.407
84221;18527;56;2013-08-21 03:16:17.147
84222;18528;58;2013-08-21 03:16:17.387
84224;18528;58;2013-08-21 03:16:17.887
84225;18529;60;2013-08-21 03:16:18.128
84228;18529;60;2013-08-21 03:16:18.867
84229;18530;61;2013-08-21 03:16:19.117
84231;18530;61;2013-08-21 03:16:19.607
84232;18531;62;2013-08-21 03:16:19.857
84235;18531;62;2013-08-21 03:16:20.587
84236;18532;63;2013-08-21 03:16:20.837
84238;18532;63;2013-08-21 03:16:21.327
84239;18533;64;2013-08-21 03:16:21.577
84242;18533;64;2013-08-21 03:16:22.317
84243;18534;65;2013-08-21 03:16:22.567
84267;18539;65;2013-08-21 03:16:28.477
84268;18540;63;2013-08-21 03:16:28.712
84272;18540;63;2013-08-21 03:16:29.707
84273;18541;61;2013-08-21 03:16:29.949
84277;18541;61;2013-08-21 03:16:30.937
84278;18542;59;2013-08-21 03:16:31.187
84282;18542;59;2013-08-21 03:16:32.167
84283;18543;58;2013-08-21 03:16:32.417
84287;18543;58;2013-08-21 03:16:33.397
84288;18544;57;2013-08-21 03:16:33.647
84292;18544;57;2013-08-21 03:16:34.627
84293;18545;56;2013-08-21 03:16:34.877
84297;18545;56;2013-08-21 03:16:35.857
84298;18546;55;2013-08-21 03:16:36.107
84301;18546;55;2013-08-21 03:16:36.847
84302;18547;54;2013-08-21 03:16:37.097
84319;18550;54;2013-08-21 03:16:41.277
84320;18551;55;2013-08-21 03:16:41.527
84333;18553;55;2013-08-21 03:16:44.727
84334;18554;54;2013-08-21 03:16:44.977
84351;18557;54;2013-08-21 03:16:49.157
84352;18558;55;2013-08-21 03:16:49.407
84355;18558;55;2013-08-21 03:16:50.147
84356;18559;54;2013-08-21 03:16:50.397
84374;18562;54;2013-08-21 03:16:54.827
84375;18563;53;2013-08-21 03:16:55.077
84384;18564;53;2013-08-21 03:16:57.287
84385;18565;52;2013-08-21 03:16:57.538
84397;18567;52;2013-08-21 03:17:00.487
84398;18568;53;2013-08-21 03:17:00.737
84402;18568;53;2013-08-21 03:17:01.727
84403;18569;52;2013-08-21 03:17:01.967
84421;18572;52;2013-08-21 03:17:06.407
84422;18573;53;2013-08-21 03:17:06.647
84429;18574;53;2013-08-21 03:17:08.377
84430;18575;54;2013-08-21 03:17:08.619
84434;18575;54;2013-08-21 03:17:09.607
84435;18576;53;2013-08-21 03:17:09.846
84448;18578;53;2013-08-21 03:17:13.047
84449;18579;52;2013-08-21 03:17:13.297
84453;18579;52;2013-08-21 03:17:14.287
84454;18580;53;2013-08-21 03:17:14.527
84457;18580;53;2013-08-21 03:17:15.267
84458;18581;52;2013-08-21 03:17:15.516
84480;18585;52;2013-08-21 03:17:20.937
84481;18586;53;2013-08-21 03:17:21.176
84494;18588;53;2013-08-21 03:17:24.377
84495;18589;52;2013-08-21 03:17:24.627
84499;18589;52;2013-08-21 03:17:25.617
84500;18590;53;2013-08-21 03:17:25.857
84516;18593;53;2013-08-21 03:17:29.797
84517;18594;54;2013-08-21 03:17:30.047
84521;18594;54;2013-08-21 03:17:31.026
84522;18595;53;2013-08-21 03:17:31.277
84525;18595;53;2013-08-21 03:17:32.017
84526;18596;54;2013-08-21 03:17:32.267
84544;18599;54;2013-08-21 03:17:36.696
84545;18600;53;2013-08-21 03:17:36.947
84558;18602;53;2013-08-21 03:17:40.147
84559;18603;52;2013-08-21 03:17:40.387
84590;18609;52;2013-08-21 03:17:48.026
84591;18610;53;2013-08-21 03:17:48.267
84606;18612;53;2013-08-21 03:17:51.967
84607;18613;52;2013-08-21 03:17:52.216
84612;18613;52;2013-08-21 03:17:53.447
84613;18614;51;2013-08-21 03:17:53.687
84617;18614;51;2013-08-21 03:17:54.677
84618;18615;50;2013-08-21 03:17:54.917
84627;18616;50;2013-08-21 03:17:57.135
84628;18617;49;2013-08-21 03:17:57.387
84642;18619;49;2013-08-21 03:18:00.837
84643;18620;50;2013-08-21 03:18:01.077
84667;18624;50;2013-08-21 03:18:06.987
84668;18625;49;2013-08-21 03:18:07.237
84681;18627;49;2013-08-21 03:18:10.437
84682;18628;50;2013-08-21 03:18:10.687
84705;18632;50;2013-08-21 03:18:16.347
84706;18633;51;2013-08-21 03:18:16.597
84737;18639;51;2013-08-21 03:18:24.227
84738;18640;52;2013-08-21 03:18:24.477
84764;18645;52;2013-08-21 03:18:30.878
84765;18646;53;2013-08-21 03:18:31.128
84768;18646;53;2013-08-21 03:18:31.867
84769;18647;54;2013-08-21 03:18:32.107
84778;18648;54;2013-08-21 03:18:34.327
84779;18649;53;2013-08-21 03:18:34.576
84788;18650;53;2013-08-21 03:18:36.787
84789;18651;52;2013-08-21 03:18:37.037
84799;18652;52;2013-08-21 03:18:39.497
84800;18653;51;2013-08-21 03:18:39.747
84809;18654;51;2013-08-21 03:18:41.967
84810;18655;50;2013-08-21 03:18:42.207
84813;18655;50;2013-08-21 03:18:42.947
84814;18656;51;2013-08-21 03:18:43.197
84846;18662;51;2013-08-21 03:18:51.077
84847;18663;52;2013-08-21 03:18:51.327
84855;18664;52;2013-08-21 03:18:53.297
84856;18665;51;2013-08-21 03:18:53.537
84869;18667;51;2013-08-21 03:18:56.737
84870;18668;52;2013-08-21 03:18:56.987
84924;18679;52;2013-08-21 03:19:10.287
84925;18680;53;2013-08-21 03:19:10.537
84965;18688;53;2013-08-21 03:19:20.387
84966;18689;52;2013-08-21 03:19:20.627
84974;18690;52;2013-08-21 03:19:22.596
84975;18691;53;2013-08-21 03:19:22.847
84984;18692;53;2013-08-21 03:19:25.067
84985;18693;52;2013-08-21 03:19:25.307
85002;18696;52;2013-08-21 03:19:29.497
85003;18697;53;2013-08-21 03:19:29.747
85016;18699;53;2013-08-21 03:19:32.947
85017;18700;52;2013-08-21 03:19:33.187
85021;18700;52;2013-08-21 03:19:34.177
85022;18701;51;2013-08-21 03:19:34.427
85041;18704;51;2013-08-21 03:19:39.107
85042;18705;50;2013-08-21 03:19:39.347
85056;18707;50;2013-08-21 03:19:42.797
85057;18708;51;2013-08-21 03:19:43.047
85070;18710;51;2013-08-21 03:19:46.247
85071;18711;50;2013-08-21 03:19:46.487
85084;18713;50;2013-08-21 03:19:49.697
85085;18714;51;2013-08-21 03:19:49.937
85103;18717;51;2013-08-21 03:19:54.377
85104;18718;50;2013-08-21 03:19:54.617
85117;18720;50;2013-08-21 03:19:57.817
85118;18721;51;2013-08-21 03:19:58.067
85156;18728;51;2013-08-21 03:20:07.427
85157;18729;50;2013-08-21 03:20:07.682
85170;18731;50;2013-08-21 03:20:10.877
85171;18732;51;2013-08-21 03:20:11.117
85174;18732;51;2013-08-21 03:20:11.857
85175;18733;52;2013-08-21 03:20:12.107
85183;18734;52;2013-08-21 03:20:14.077
85184;18735;51;2013-08-21 03:20:14.327
85202;18738;51;2013-08-21 03:20:18.757
85203;18739;52;2013-08-21 03:20:19.007
85207;18739;52;2013-08-21 03:20:19.987
85208;18740;51;2013-08-21 03:20:20.237
85235;18745;51;2013-08-21 03:20:26.887
85236;18746;52;2013-08-21 03:20:27.127
85245;18747;52;2013-08-21 03:20:29.347
85246;18748;51;2013-08-21 03:20:29.597
85254;18749;51;2013-08-21 03:20:31.567
85255;18750;52;2013-08-21 03:20:31.806
85263;18751;52;2013-08-21 03:20:33.777
85264;18752;53;2013-08-21 03:20:34.027
85267;18752;53;2013-08-21 03:20:34.767
85269;18753;52;2013-08-21 03:20:35.257
85318;18763;52;2013-08-21 03:20:47.327
85319;18764;53;2013-08-21 03:20:47.567
85323;18764;53;2013-08-21 03:20:48.557
85324;18765;52;2013-08-21 03:20:48.806
